"billid","billname","firstname","lastname","state","primaryorco"
293,"BILLS-115hr6103ih","nan","Cleaver","nan","Co"
294,"BILLS-115s788is","nan","Velázquez","nan","Primary"
294,"BILLS-115s788is","nan","Thompson","Mississippi","Co"
294,"BILLS-115s788is","nan","DeLauro","nan","Co"
294,"BILLS-115s788is","nan","Grijalva","nan","Co"
294,"BILLS-115s788is","nan","Serrano","nan","Co"
294,"BILLS-115s788is","nan","Cicilline","nan","Co"
294,"BILLS-115s788is","nan","Cummings","nan","Co"
294,"BILLS-115s788is","nan","Pascrell","nan","Co"
294,"BILLS-115s788is","nan","Gutiérrez","nan","Co"
294,"BILLS-115s788is","nan","Espaillat","nan","Co"
294,"BILLS-115s788is","nan","Crowley","nan","Co"
294,"BILLS-115s788is","nan","Soto","nan","Co"
294,"BILLS-115s788is","nan","Payne","nan","Co"
294,"BILLS-115s788is","nan","Gallego","nan","Co"
294,"BILLS-115s788is","nan","Eshoo","nan","Co"
294,"BILLS-115s788is","Brendan F","Boyle","Pennsylvania","Co"
295,"BILLS-115hr2358ih","nan","McCain","nan","Primary"
295,"BILLS-115hr2358ih","nan","nan","nan","Co"
296,"BILLS-115s3363is","nan","Royce","California","Primary"
296,"BILLS-115s3363is","Ted","Lieu","California","Co"
296,"BILLS-115s3363is","nan","Abraham","nan","Co"
296,"BILLS-115s3363is","nan","Cárdenas","nan","Co"
296,"BILLS-115s3363is","nan","Chabot","nan","Co"
296,"BILLS-115s3363is","Judy","Chu","California","Co"
296,"BILLS-115s3363is","nan","Radewagen","nan","Co"
296,"BILLS-115s3363is","nan","Fleischmann","nan","Co"
296,"BILLS-115s3363is","nan","Gabbard","nan","Co"
296,"BILLS-115s3363is","Al","Green","Texas","Co"
296,"BILLS-115s3363is","nan","Grijalva","nan","Co"
296,"BILLS-115s3363is","nan","Issa","nan","Co"
296,"BILLS-115s3363is","nan","Kinzinger","nan","Co"
296,"BILLS-115s3363is","nan","Lee","nan","Co"
296,"BILLS-115s3363is","nan","Lowenthal","nan","Co"
296,"BILLS-115s3363is","nan","Meng","nan","Co"
296,"BILLS-115s3363is","nan","Raskin","nan","Co"
296,"BILLS-115s3363is","nan","Rohrabacher","nan","Co"
296,"BILLS-115s3363is","nan","Velázquez","nan","Co"
296,"BILLS-115s3363is","nan","Wagner","nan","Co"
296,"BILLS-115s3363is","Mimi","Walters","California","Co"
296,"BILLS-115s3363is","nan","Wilson","South Carolina","Co"
297,"BILLS-115hr6925ih","nan","Harris","nan","Primary"
297,"BILLS-115hr6925ih","nan","Gillibrand","nan","Co"
297,"BILLS-115hr6925ih","nan","Cardin","nan","Co"
297,"BILLS-115hr6925ih","nan","Wyden","nan","Co"
297,"BILLS-115hr6925ih","nan","Blumenthal","nan","Co"
297,"BILLS-115hr6925ih","nan","Nelson","nan","Co"
297,"BILLS-115hr6925ih","nan","Jones","nan","Co"
297,"BILLS-115hr6925ih","nan","Merkley","nan","Co"
297,"BILLS-115hr6925ih","nan","Duckworth","nan","Co"
297,"BILLS-115hr6925ih","nan","Carper","nan","Co"
297,"BILLS-115hr6925ih","nan","Brown","nan","Co"
297,"BILLS-115hr6925ih","nan","Baldwin","nan","Co"
297,"BILLS-115hr6925ih","nan","Hirono","nan","Co"
297,"BILLS-115hr6925ih","nan","Stabenow","nan","Co"
298,"BILLS-115hr6336ih","nan","Velázquez","nan","Primary"
298,"BILLS-115hr6336ih","nan","nan","nan","Co"
299,"BILLS-115s3117is","nan","Fudge","nan","Primary"
299,"BILLS-115s3117is","nan","Bishop","Georgia","Co"
300,"BILLS-115s1942is","nan","Jones","nan","Primary"
300,"BILLS-115s1942is","nan","Scott","nan","Co"
301,"BILLS-115s1942rs","nan","Heitkamp","nan","Primary"
301,"BILLS-115s1942rs","nan","Tester","nan","Co"
301,"BILLS-115s1942rs","nan","Franken","nan","Co"
301,"BILLS-115s1942rs","nan","Heinrich","nan","Co"
301,"BILLS-115s1942rs","nan","Merkley","nan","Co"
301,"BILLS-115s1942rs","nan","Warren","nan","Co"
302,"BILLS-115s1270is","nan","Heitkamp","nan","Primary"
302,"BILLS-115s1270is","nan","Hoeven","nan","Primary"
302,"BILLS-115s1270is","nan","Tester","nan","Co"
302,"BILLS-115s1270is","nan","Franken","nan","Co"
302,"BILLS-115s1270is","nan","Heinrich","nan","Co"
302,"BILLS-115s1270is","nan","Merkley","nan","Co"
302,"BILLS-115s1270is","nan","Warren","nan","Co"
302,"BILLS-115s1270is","Cortez","Masto","nan","Co"
302,"BILLS-115s1270is","nan","Wyden","nan","Co"
302,"BILLS-115s1270is","nan","Murkowski","nan","Co"
302,"BILLS-115s1270is","nan","Collins","nan","Co"
302,"BILLS-115s1270is","nan","Klobuchar","nan","Co"
302,"BILLS-115s1270is","nan","Tillis","nan","Co"
302,"BILLS-115s1270is","nan","Smith","nan","Co"
302,"BILLS-115s1270is","nan","Cantwell","nan","Co"
302,"BILLS-115s1270is","nan","Udall","nan","Co"
302,"BILLS-115s1270is","nan","Schatz","nan","Co"
302,"BILLS-115s1270is","nan","Murray","nan","Co"
302,"BILLS-115s1270is","nan","Gillibrand","nan","Co"
303,"BILLS-115hr6374rfs","nan","Schumer","nan","Primary"
303,"BILLS-115hr6374rfs","nan","Hirono","nan","Co"
303,"BILLS-115hr6374rfs","nan","Blumenthal","nan","Co"
303,"BILLS-115hr6374rfs","nan","Merkley","nan","Co"
304,"BILLS-115hr6374eh","nan","nan","nan","Primary"
304,"BILLS-115hr6374eh","nan","nan","nan","Co"
305,"BILLS-115hres132ih","nan","nan","nan","Primary"
305,"BILLS-115hres132ih","nan","nan","nan","Co"
306,"BILLS-115hr791ih","nan","DeFazio","nan","Primary"
306,"BILLS-115hr791ih","nan","Bishop","Georgia","Co"
306,"BILLS-115hr791ih","nan","Brady","Pennsylvania","Co"
306,"BILLS-115hr791ih","nan","Cicilline","nan","Co"
306,"BILLS-115hr791ih","nan","DeLauro","nan","Co"
306,"BILLS-115hr791ih","nan","Dingell","nan","Co"
306,"BILLS-115hr791ih","nan","Ellison","nan","Co"
306,"BILLS-115hr791ih","Gene","Green","Texas","Co"
306,"BILLS-115hr791ih","nan","Kaptur","nan","Co"
306,"BILLS-115hr791ih","nan","Lipinski","nan","Co"
306,"BILLS-115hr791ih","nan","Nolan","nan","Co"
306,"BILLS-115hr791ih","nan","Pocan","nan","Co"
306,"BILLS-115hr791ih","nan","Ryan","Ohio","Co"
306,"BILLS-115hr791ih","nan","Scott","Virginia","Co"
306,"BILLS-115hr791ih","nan","Slaughter","nan","Co"
307,"BILLS-115s2163is","nan","Carson","Indiana","Primary"
307,"BILLS-115s2163is","nan","nan","nan","Co"
308,"BILLS-115hr4485ih","nan","Cruz","nan","Primary"
308,"BILLS-115hr4485ih","nan","Lee","nan","Co"
309,"BILLS-115hr164ih","nan","Torres","nan","Primary"
309,"BILLS-115hr164ih","nan","Cole","nan","Co"
309,"BILLS-115hr164ih","nan","Radewagen","nan","Co"
309,"BILLS-115hr164ih","nan","Hanabusa","nan","Co"
309,"BILLS-115hr164ih","nan","Moore","nan","Co"
309,"BILLS-115hr164ih","nan","Jayapal","nan","Co"
309,"BILLS-115hr164ih","nan","Grijalva","nan","Co"
309,"BILLS-115hr164ih","nan","Khanna","nan","Co"
310,"BILLS-115hr6374rh","nan","Hastings","nan","Primary"
310,"BILLS-115hr6374rh","nan","nan","nan","Co"
311,"BILLS-115hr2652ih","nan","Perry","nan","Primary"
311,"BILLS-115hr2652ih","nan","McCaul","nan","Co"
312,"BILLS-115hr2676ih","nan","Coffman","nan","Primary"
312,"BILLS-115hr2676ih","nan","Moulton","nan","Co"
312,"BILLS-115hr2676ih","nan","ORourke","nan","Co"
312,"BILLS-115hr2676ih","nan","Polis","nan","Co"
312,"BILLS-115hr2676ih","nan","Bergman","nan","Co"
312,"BILLS-115hr2676ih","nan","Bost","nan","Co"
313,"BILLS-115hr4576ih","nan","Castro","Texas","Primary"
313,"BILLS-115hr4576ih","nan","nan","nan","Co"
314,"BILLS-115hr2151ih","nan","Meadows","nan","Primary"
314,"BILLS-115hr2151ih","nan","nan","nan","Co"
315,"BILLS-115s954is","nan","Pocan","nan","Primary"
315,"BILLS-115s954is","nan","Lowenthal","nan","Co"
315,"BILLS-115s954is","nan","Rice","New York","Co"
315,"BILLS-115s954is","nan","Norton","nan","Co"
315,"BILLS-115s954is","nan","Jayapal","nan","Co"
315,"BILLS-115s954is","nan","Yarmuth","nan","Co"
315,"BILLS-115s954is","nan","Brownley","California","Co"
315,"BILLS-115s954is","nan","DelBene","nan","Co"
315,"BILLS-115s954is","nan","Speier","nan","Co"
315,"BILLS-115s954is","nan","Grijalva","nan","Co"
315,"BILLS-115s954is","nan","Langevin","nan","Co"
315,"BILLS-115s954is","nan","Tsongas","nan","Co"
315,"BILLS-115s954is","nan","Jeffries","nan","Co"
315,"BILLS-115s954is","nan","Engel","nan","Co"
315,"BILLS-115s954is","nan","Nadler","nan","Co"
315,"BILLS-115s954is","nan","Davis","California","Co"
315,"BILLS-115s954is","nan","Garamendi","nan","Co"
315,"BILLS-115s954is","nan","Kilmer","nan","Co"
315,"BILLS-115s954is","nan","Cohen","nan","Co"
315,"BILLS-115s954is","Watson","Coleman","nan","Co"
315,"BILLS-115s954is","Wasserman","Schultz","nan","Co"
315,"BILLS-115s954is","nan","Ryan","Ohio","Co"
315,"BILLS-115s954is","nan","Bonamici","nan","Co"
315,"BILLS-115s954is","nan","Wilson","Florida","Co"
315,"BILLS-115s954is","nan","Pallone","nan","Co"
315,"BILLS-115s954is","nan","Swalwell","California","Co"
315,"BILLS-115s954is","nan","Titus","nan","Co"
315,"BILLS-115s954is","nan","Peters","nan","Co"
315,"BILLS-115s954is","nan","Foster","nan","Co"
315,"BILLS-115s954is","nan","Cicilline","nan","Co"
315,"BILLS-115s954is","nan","Delaney","nan","Co"
315,"BILLS-115s954is","nan","Cárdenas","nan","Co"
315,"BILLS-115s954is","nan","Ellison","nan","Co"
315,"BILLS-115s954is","nan","Deutch","nan","Co"
315,"BILLS-115s954is","nan","Blumenauer","nan","Co"
316,"BILLS-115s992is","nan","Murray","nan","Primary"
316,"BILLS-115s992is","nan","Baldwin","nan","Co"
316,"BILLS-115s992is","nan","Blumenthal","nan","Co"
316,"BILLS-115s992is","nan","Booker","nan","Co"
316,"BILLS-115s992is","nan","Casey","nan","Co"
316,"BILLS-115s992is","nan","Duckworth","nan","Co"
316,"BILLS-115s992is","nan","Franken","nan","Co"
316,"BILLS-115s992is","nan","Gillibrand","nan","Co"
316,"BILLS-115s992is","nan","Harris","nan","Co"
316,"BILLS-115s992is","nan","Hassan","nan","Co"
316,"BILLS-115s992is","nan","Hirono","nan","Co"
316,"BILLS-115s992is","nan","Markey","nan","Co"
316,"BILLS-115s992is","nan","Merkley","nan","Co"
316,"BILLS-115s992is","nan","Sanders","nan","Co"
316,"BILLS-115s992is","nan","Schatz","nan","Co"
316,"BILLS-115s992is","nan","Shaheen","nan","Co"
316,"BILLS-115s992is","Van","Hollen","nan","Co"
316,"BILLS-115s992is","nan","Warren","nan","Co"
316,"BILLS-115s992is","nan","Wyden","nan","Co"
317,"BILLS-115hr7307ih","nan","McCain","nan","Primary"
317,"BILLS-115hr7307ih","nan","Baldwin","nan","Co"
317,"BILLS-115hr7307ih","Van","Hollen","nan","Co"
317,"BILLS-115hr7307ih","nan","Tillis","nan","Co"
317,"BILLS-115hr7307ih","nan","Sullivan","nan","Co"
318,"BILLS-115s1942es","nan","Lee","nan","Primary"
318,"BILLS-115s1942es","nan","Beyer","nan","Co"
318,"BILLS-115s1942es","nan","Clarke","New York","Co"
318,"BILLS-115s1942es","nan","Norton","nan","Co"
318,"BILLS-115s1942es","nan","Grijalva","nan","Co"
319,"BILLS-115hr2653ih","nan","nan","nan","Primary"
319,"BILLS-115hr2653ih","nan","nan","nan","Co"
320,"BILLS-115s2722is","Eddie B","Johnson","Texas","Primary"
320,"BILLS-115s2722is","nan","Foster","nan","Co"
320,"BILLS-115s2722is","nan","Peters","nan","Co"
320,"BILLS-115s2722is","nan","Norton","nan","Co"
320,"BILLS-115s2722is","nan","Takano","nan","Co"
320,"BILLS-115s2722is","nan","Clark","Massachusetts","Co"
320,"BILLS-115s2722is","nan","Bonamici","nan","Co"
320,"BILLS-115s2722is","nan","Tonko","nan","Co"
320,"BILLS-115s2722is","nan","Price","North Carolina","Co"
320,"BILLS-115s2722is","nan","Esty","Connecticut","Co"
320,"BILLS-115s2722is","nan","Lofgren","nan","Co"
320,"BILLS-115s2722is","nan","Rosen","nan","Co"
320,"BILLS-115s2722is","nan","Perlmutter","nan","Co"
320,"BILLS-115s2722is","nan","Slaughter","nan","Co"
320,"BILLS-115s2722is","nan","Grijalva","nan","Co"
320,"BILLS-115s2722is","Ted","Lieu","California","Co"
320,"BILLS-115s2722is","Danny K","Davis","Illinois","Co"
320,"BILLS-115s2722is","nan","Kilmer","nan","Co"
320,"BILLS-115s2722is","nan","Kennedy","nan","Co"
320,"BILLS-115s2722is","nan","Beyer","nan","Co"
320,"BILLS-115s2722is","nan","Lipinski","nan","Co"
321,"BILLS-115s1258is","nan","Harris","nan","Primary"
321,"BILLS-115s1258is","nan","nan","nan","Co"
322,"BILLS-115s121is","nan","Booker","nan","Primary"
322,"BILLS-115s121is","Van","Hollen","nan","Co"
323,"BILLS-115hr3721ih","nan","Heller","nan","Primary"
323,"BILLS-115hr3721ih","nan","nan","nan","Co"
324,"BILLS-115hr7031ih","nan","Lewis","Georgia","Primary"
324,"BILLS-115hr7031ih","nan","nan","nan","Co"
325,"BILLS-115hr1570ih","Eddie B","Johnson","Texas","Primary"
325,"BILLS-115hr1570ih","nan","Bonamici","nan","Co"
325,"BILLS-115hr1570ih","nan","Perlmutter","nan","Co"
325,"BILLS-115hr1570ih","nan","Lipinski","nan","Co"
325,"BILLS-115hr1570ih","nan","Takano","nan","Co"
325,"BILLS-115hr1570ih","nan","Rosen","nan","Co"
325,"BILLS-115hr1570ih","nan","Crist","nan","Co"
325,"BILLS-115hr1570ih","nan","Hanabusa","nan","Co"
325,"BILLS-115hr1570ih","nan","Lamb","nan","Co"
325,"BILLS-115hr1570ih","nan","Bass","nan","Co"
325,"BILLS-115hr1570ih","nan","Lawrence","nan","Co"
325,"BILLS-115hr1570ih","nan","Carson","Indiana","Co"
325,"BILLS-115hr1570ih","nan","Richmond","nan","Co"
325,"BILLS-115hr1570ih","nan","Clarke","New York","Co"
325,"BILLS-115hr1570ih","Watson","Coleman","nan","Co"
325,"BILLS-115hr1570ih","nan","Fudge","nan","Co"
325,"BILLS-115hr1570ih","nan","Thompson","Mississippi","Co"
325,"BILLS-115hr1570ih","nan","Bishop","Georgia","Co"
325,"BILLS-115hr1570ih","nan","Lewis","Georgia","Co"
325,"BILLS-115hr1570ih","Al","Green","Texas","Co"
325,"BILLS-115hr1570ih","nan","Adams","nan","Co"
325,"BILLS-115hr1570ih","nan","Clay","nan","Co"
325,"BILLS-115hr1570ih","nan","Kelly","Illinois","Co"
325,"BILLS-115hr1570ih","nan","Veasey","nan","Co"
325,"BILLS-115hr1570ih","nan","Lawson","Florida","Co"
325,"BILLS-115hr1570ih","nan","Cleaver","nan","Co"
325,"BILLS-115hr1570ih","nan","Hastings","nan","Co"
325,"BILLS-115hr1570ih","nan","Butterfield","nan","Co"
325,"BILLS-115hr1570ih","nan","Meeks","nan","Co"
325,"BILLS-115hr1570ih","nan","Sewell","Alabama","Co"
325,"BILLS-115hr1570ih","Danny K","Davis","Illinois","Co"
325,"BILLS-115hr1570ih","nan","Demings","nan","Co"
325,"BILLS-115hr1570ih","nan","Speier","nan","Co"
326,"BILLS-115hr1318ih","nan","Hastings","nan","Primary"
326,"BILLS-115hr1318ih","nan","Richmond","nan","Co"
326,"BILLS-115hr1318ih","Eddie B","Johnson","Texas","Co"
326,"BILLS-115hr1318ih","nan","Butterfield","nan","Co"
326,"BILLS-115hr1318ih","nan","Norton","nan","Co"
326,"BILLS-115hr1318ih","nan","Cohen","nan","Co"
326,"BILLS-115hr1318ih","nan","Lee","nan","Co"
326,"BILLS-115hr1318ih","Jackson","Lee","nan","Co"
326,"BILLS-115hr1318ih","nan","McGovern","nan","Co"
326,"BILLS-115hr1318ih","nan","Plaskett","nan","Co"
326,"BILLS-115hr1318ih","nan","Bass","nan","Co"
326,"BILLS-115hr1318ih","nan","Brown","Maryland","Co"
326,"BILLS-115hr1318ih","nan","Lewis","Georgia","Co"
326,"BILLS-115hr1318ih","nan","Serrano","nan","Co"
326,"BILLS-115hr1318ih","nan","Rush","nan","Co"
327,"BILLS-115hr6612ih","Herrera","Beutler","nan","Primary"
327,"BILLS-115hr6612ih","nan","Conyers","nan","Co"
327,"BILLS-115hr6612ih","nan","Costello","Pennsylvania","Co"
327,"BILLS-115hr6612ih","nan","DeGette","nan","Co"
328,"BILLS-115hr7262ih","nan","Nadler","nan","Primary"
328,"BILLS-115hr7262ih","Jackson","Lee","nan","Co"
328,"BILLS-115hr7262ih","nan","Cohen","nan","Co"
328,"BILLS-115hr7262ih","nan","Johnson","Georgia","Co"
328,"BILLS-115hr7262ih","nan","Raskin","nan","Co"
328,"BILLS-115hr7262ih","nan","Cicilline","nan","Co"
328,"BILLS-115hr7262ih","Brendan F","Boyle","Pennsylvania","Co"
328,"BILLS-115hr7262ih","nan","Scott","Virginia","Co"
328,"BILLS-115hr7262ih","nan","Schakowsky","nan","Co"
328,"BILLS-115hr7262ih","Ted","Lieu","California","Co"
328,"BILLS-115hr7262ih","nan","Kaptur","nan","Co"
328,"BILLS-115hr7262ih","nan","Jeffries","nan","Co"
328,"BILLS-115hr7262ih","nan","Gutiérrez","nan","Co"
328,"BILLS-115hr7262ih","nan","Norton","nan","Co"
328,"BILLS-115hr7262ih","nan","Cummings","nan","Co"
328,"BILLS-115hr7262ih","nan","McGovern","nan","Co"
328,"BILLS-115hr7262ih","nan","Blumenauer","nan","Co"
328,"BILLS-115hr7262ih","nan","Moore","nan","Co"
328,"BILLS-115hr7262ih","nan","Pascrell","nan","Co"
328,"BILLS-115hr7262ih","nan","Larsen","Washington","Co"
328,"BILLS-115hr7262ih","nan","Yarmuth","nan","Co"
328,"BILLS-115hr7262ih","nan","Hastings","nan","Co"
328,"BILLS-115hr7262ih","Carolyn B","Maloney","New York","Co"
328,"BILLS-115hr7262ih","nan","Vargas","nan","Co"
328,"BILLS-115hr7262ih","nan","DeFazio","nan","Co"
328,"BILLS-115hr7262ih","nan","Lee","nan","Co"
328,"BILLS-115hr7262ih","nan","Huffman","nan","Co"
328,"BILLS-115hr7262ih","nan","Sewell","Alabama","Co"
328,"BILLS-115hr7262ih","nan","Quigley","nan","Co"
328,"BILLS-115hr7262ih","nan","Takano","nan","Co"
328,"BILLS-115hr7262ih","nan","Nolan","nan","Co"
328,"BILLS-115hr7262ih","nan","Jayapal","nan","Co"
328,"BILLS-115hr7262ih","Wasserman","Schultz","nan","Co"
328,"BILLS-115hr7262ih","nan","Lewis","Georgia","Co"
328,"BILLS-115hr7262ih","nan","Ellison","nan","Co"
328,"BILLS-115hr7262ih","nan","Kildee","nan","Co"
329,"BILLS-115s2829is","nan","Richmond","nan","Primary"
329,"BILLS-115s2829is","nan","Cummings","nan","Co"
329,"BILLS-115s2829is","nan","Lee","nan","Co"
329,"BILLS-115s2829is","nan","Moore","nan","Co"
330,"BILLS-115s827is","nan","Harris","nan","Primary"
330,"BILLS-115s827is","nan","Booker","nan","Co"
330,"BILLS-115s827is","nan","Gillibrand","nan","Co"
330,"BILLS-115s827is","nan","Feinstein","nan","Co"
331,"BILLS-115s1312is","nan","Paul","nan","Primary"
331,"BILLS-115s1312is","nan","Booker","nan","Co"
332,"BILLS-115hres1042ih","nan","Grassley","nan","Primary"
332,"BILLS-115hres1042ih","nan","Feinstein","nan","Co"
332,"BILLS-115hres1042ih","nan","Cornyn","nan","Co"
332,"BILLS-115hres1042ih","nan","Klobuchar","nan","Co"
332,"BILLS-115hres1042ih","nan","Corker","nan","Co"
332,"BILLS-115hres1042ih","nan","Rubio","nan","Co"
333,"BILLS-115hr1906ih","nan","Espaillat","nan","Primary"
333,"BILLS-115hr1906ih","nan","nan","nan","Co"
334,"BILLS-115s1112is","nan","Cummings","nan","Primary"
334,"BILLS-115s1112is","nan","Conyers","nan","Co"
334,"BILLS-115s1112is","Jackson","Lee","nan","Co"
334,"BILLS-115s1112is","nan","Clay","nan","Co"
334,"BILLS-115s1112is","nan","Lee","nan","Co"
334,"BILLS-115s1112is","nan","Bass","nan","Co"
334,"BILLS-115s1112is","nan","Cárdenas","nan","Co"
334,"BILLS-115s1112is","nan","Norton","nan","Co"
335,"BILLS-115hr5146ih","nan","Heitkamp","nan","Primary"
335,"BILLS-115hr5146ih","nan","Capito","nan","Co"
336,"BILLS-115s3503is","nan","Esty","Connecticut","Primary"
336,"BILLS-115s3503is","nan","MacArthur","nan","Co"
336,"BILLS-115s3503is","nan","Himes","nan","Co"
336,"BILLS-115s3503is","nan","Quigley","nan","Co"
337,"BILLS-115s2960is","nan","Warren","nan","Primary"
337,"BILLS-115s2960is","nan","nan","nan","Co"
338,"BILLS-115hr391ih","nan","Booker","nan","Primary"
338,"BILLS-115hr391ih","nan","nan","nan","Co"
339,"BILLS-115s3234is","nan","Chaffetz","nan","Primary"
339,"BILLS-115s3234is","nan","Black","nan","Co"
339,"BILLS-115s3234is","nan","Brooks","Alabama","Co"
339,"BILLS-115s3234is","nan","Carter","Georgia","Co"
339,"BILLS-115s3234is","nan","Carter","Texas","Co"
339,"BILLS-115s3234is","nan","Chabot","nan","Co"
339,"BILLS-115s3234is","nan","Duncan","South Carolina","Co"
339,"BILLS-115s3234is","nan","Farenthold","nan","Co"
339,"BILLS-115s3234is","nan","Gosar","nan","Co"
339,"BILLS-115s3234is","nan","Gowdy","nan","Co"
339,"BILLS-115s3234is","Jody B","Hice","Georgia","Co"
339,"BILLS-115s3234is","nan","Lance","nan","Co"
339,"BILLS-115s3234is","nan","Pittenger","nan","Co"
339,"BILLS-115s3234is","nan","Smith","Texas","Co"
339,"BILLS-115s3234is","nan","Webster","Florida","Co"
339,"BILLS-115s3234is","nan","Zeldin","nan","Co"
339,"BILLS-115s3234is","nan","Hudson","nan","Co"
340,"BILLS-115hr3493ih","nan","Kaine","nan","Primary"
340,"BILLS-115hr3493ih","nan","nan","nan","Co"
341,"BILLS-115s3543is","Michelle L","Grisham","New Mexico","Primary"
341,"BILLS-115s3543is","nan","Ros-Lehtinen","nan","Co"
341,"BILLS-115s3543is","nan","Moore","nan","Co"
341,"BILLS-115s3543is","Sean P","Maloney","New York","Co"
341,"BILLS-115s3543is","nan","Shea-Porter","nan","Co"
341,"BILLS-115s3543is","Ben R","Luján","New Mexico","Co"
341,"BILLS-115s3543is","nan","Gallego","nan","Co"
341,"BILLS-115s3543is","nan","Dingell","nan","Co"
341,"BILLS-115s3543is","nan","Roybal-Allard","nan","Co"
341,"BILLS-115s3543is","nan","Norton","nan","Co"
341,"BILLS-115s3543is","nan","Evans","nan","Co"
342,"BILLS-115hr3944ih","nan","Udall","nan","Primary"
342,"BILLS-115hr3944ih","nan","Warren","nan","Co"
342,"BILLS-115hr3944ih","nan","Heitkamp","nan","Co"
342,"BILLS-115hr3944ih","nan","Klobuchar","nan","Co"
342,"BILLS-115hr3944ih","Cortez","Masto","nan","Co"
342,"BILLS-115hr3944ih","nan","Smith","nan","Co"
342,"BILLS-115hr3944ih","nan","Harris","nan","Co"
342,"BILLS-115hr3944ih","nan","Feinstein","nan","Co"
342,"BILLS-115hr3944ih","Van","Hollen","nan","Co"
342,"BILLS-115hr3944ih","nan","Tester","nan","Co"
342,"BILLS-115hr3944ih","nan","Booker","nan","Co"
342,"BILLS-115hr3944ih","nan","Heinrich","nan","Co"
342,"BILLS-115hr3944ih","nan","Hirono","nan","Co"
343,"BILLS-115hr4918ih","nan","Cohen","nan","Primary"
343,"BILLS-115hr4918ih","nan","Grijalva","nan","Co"
343,"BILLS-115hr4918ih","nan","Cummings","nan","Co"
343,"BILLS-115hr4918ih","nan","Ellison","nan","Co"
343,"BILLS-115hr4918ih","nan","Higgins","New York","Co"
343,"BILLS-115hr4918ih","nan","Lawrence","nan","Co"
343,"BILLS-115hr4918ih","nan","McCollum","nan","Co"
343,"BILLS-115hr4918ih","nan","Meeks","nan","Co"
343,"BILLS-115hr4918ih","nan","Moore","nan","Co"
343,"BILLS-115hr4918ih","nan","Norton","nan","Co"
343,"BILLS-115hr4918ih","nan","Ryan","Ohio","Co"
343,"BILLS-115hr4918ih","nan","Slaughter","nan","Co"
343,"BILLS-115hr4918ih","nan","Smith","Washington","Co"
343,"BILLS-115hr4918ih","nan","Hastings","nan","Co"
343,"BILLS-115hr4918ih","nan","Polis","nan","Co"
344,"BILLS-115s1918is","nan","Schneider","nan","Primary"
344,"BILLS-115s1918is","nan","Thompson","Mississippi","Co"
344,"BILLS-115s1918is","nan","Kelly","Illinois","Co"
344,"BILLS-115s1918is","nan","Correa","nan","Co"
344,"BILLS-115s1918is","nan","Gonzalez","Texas","Co"
345,"BILLS-115hr4307ih","nan","Schatz","nan","Primary"
345,"BILLS-115hr4307ih","nan","Paul","nan","Co"
345,"BILLS-115hr4307ih","nan","Gillibrand","nan","Co"
345,"BILLS-115hr4307ih","nan","Merkley","nan","Co"
346,"BILLS-115s1588is","nan","King","New York","Primary"
346,"BILLS-115s1588is","nan","Rice","New York","Co"
347,"BILLS-115hr7127ih","nan","Cardin","nan","Primary"
347,"BILLS-115hr7127ih","nan","Blumenthal","nan","Co"
347,"BILLS-115hr7127ih","nan","Booker","nan","Co"
347,"BILLS-115hr7127ih","nan","Brown","nan","Co"
347,"BILLS-115hr7127ih","nan","Casey","nan","Co"
347,"BILLS-115hr7127ih","nan","Coons","nan","Co"
347,"BILLS-115hr7127ih","nan","Duckworth","nan","Co"
347,"BILLS-115hr7127ih","nan","Durbin","nan","Co"
347,"BILLS-115hr7127ih","nan","Franken","nan","Co"
347,"BILLS-115hr7127ih","nan","Harris","nan","Co"
347,"BILLS-115hr7127ih","nan","Hirono","nan","Co"
347,"BILLS-115hr7127ih","nan","Leahy","nan","Co"
347,"BILLS-115hr7127ih","nan","Markey","nan","Co"
347,"BILLS-115hr7127ih","nan","Sanders","nan","Co"
347,"BILLS-115hr7127ih","Van","Hollen","nan","Co"
347,"BILLS-115hr7127ih","nan","Warren","nan","Co"
347,"BILLS-115hr7127ih","nan","Whitehouse","nan","Co"
347,"BILLS-115hr7127ih","nan","Wyden","nan","Co"
348,"BILLS-115s1504is","Ben R","Luján","New Mexico","Primary"
348,"BILLS-115s1504is","nan","Gallego","nan","Co"
348,"BILLS-115s1504is","nan","McCollum","nan","Co"
348,"BILLS-115s1504is","nan","OHalleran","nan","Co"
348,"BILLS-115s1504is","nan","Huffman","nan","Co"
348,"BILLS-115s1504is","nan","Moore","nan","Co"
348,"BILLS-115s1504is","nan","Norton","nan","Co"
348,"BILLS-115s1504is","nan","Torres","nan","Co"
348,"BILLS-115s1504is","nan","Soto","nan","Co"
348,"BILLS-115s1504is","nan","Blumenauer","nan","Co"
348,"BILLS-115s1504is","nan","Grijalva","nan","Co"
348,"BILLS-115s1504is","nan","Ruiz","nan","Co"
349,"BILLS-115s1630is","nan","Gillibrand","nan","Primary"
349,"BILLS-115s1630is","nan","Rubio","nan","Co"
350,"BILLS-115hr2473eh","nan","Casey","nan","Primary"
350,"BILLS-115hr2473eh","nan","Baldwin","nan","Co"
350,"BILLS-115hr2473eh","nan","Brown","nan","Co"
351,"BILLS-115s2148is","nan","nan","nan","Primary"
351,"BILLS-115s2148is","nan","nan","nan","Co"
352,"BILLS-115hr3381ih","nan","Durbin","nan","Primary"
