"billid","billname","firstname","lastname","state","primaryorco"
149,"BILLS-115hr1222eas","nan","Sánchez","nan","Co"
149,"BILLS-115hr1222eas","nan","Barragán","nan","Co"
149,"BILLS-115hr1222eas","nan","Aguilar","nan","Co"
149,"BILLS-115hr1222eas","nan","Vargas","nan","Co"
149,"BILLS-115hr1222eas","nan","Correa","nan","Co"
149,"BILLS-115hr1222eas","nan","Grijalva","nan","Co"
149,"BILLS-115hr1222eas","nan","Sablan","nan","Co"
149,"BILLS-115hr1222eas","nan","Lawson","Florida","Co"
149,"BILLS-115hr1222eas","nan","Napolitano","nan","Co"
149,"BILLS-115hr1222eas","nan","Cárdenas","nan","Co"
149,"BILLS-115hr1222eas","nan","Carbajal","nan","Co"
149,"BILLS-115hr1222eas","Judy","Chu","California","Co"
149,"BILLS-115hr1222eas","nan","Costa","nan","Co"
149,"BILLS-115hr1222eas","nan","Norton","nan","Co"
149,"BILLS-115hr1222eas","nan","Clarke","New York","Co"
150,"BILLS-115hres558ih","nan","nan","nan","Primary"
150,"BILLS-115hres558ih","nan","nan","nan","Co"
151,"BILLS-115hres713ih","Brendan F","Boyle","Pennsylvania","Primary"
151,"BILLS-115hres713ih","nan","nan","nan","Co"
152,"BILLS-115hr2650ih","nan","Johnson","Georgia","Primary"
152,"BILLS-115hr2650ih","nan","Hastings","nan","Co"
152,"BILLS-115hr2650ih","nan","Lewis","Georgia","Co"
152,"BILLS-115hr2650ih","nan","Meeks","nan","Co"
152,"BILLS-115hr2650ih","nan","Norton","nan","Co"
152,"BILLS-115hr2650ih","nan","Payne","nan","Co"
152,"BILLS-115hr2650ih","nan","Lofgren","nan","Co"
152,"BILLS-115hr2650ih","nan","Serrano","nan","Co"
152,"BILLS-115hr2650ih","nan","McGovern","nan","Co"
152,"BILLS-115hr2650ih","nan","Cicilline","nan","Co"
152,"BILLS-115hr2650ih","nan","Rush","nan","Co"
152,"BILLS-115hr2650ih","nan","Lee","nan","Co"
152,"BILLS-115hr2650ih","nan","Clarke","New York","Co"
152,"BILLS-115hr2650ih","nan","Wilson","Florida","Co"
152,"BILLS-115hr2650ih","nan","Moore","nan","Co"
152,"BILLS-115hr2650ih","nan","Bass","nan","Co"
152,"BILLS-115hr2650ih","David","Scott","Georgia","Co"
152,"BILLS-115hr2650ih","nan","Espaillat","nan","Co"
152,"BILLS-115hr2650ih","Jackson","Lee","nan","Co"
153,"BILLS-115s443is","nan","Scott","Virginia","Primary"
153,"BILLS-115s443is","nan","Sensenbrenner","nan","Co"
153,"BILLS-115s443is","nan","Takano","nan","Co"
153,"BILLS-115s443is","nan","Young","Iowa","Co"
154,"BILLS-115hjres95ih","nan","Casey","nan","Primary"
154,"BILLS-115hjres95ih","nan","Grassley","nan","Co"
154,"BILLS-115hjres95ih","nan","Leahy","nan","Co"
154,"BILLS-115hjres95ih","nan","Collins","nan","Co"
155,"BILLS-115hres818ih","Jackson","Lee","nan","Primary"
155,"BILLS-115hres818ih","nan","nan","nan","Co"
156,"BILLS-115hr5197rfs","nan","Adams","nan","Primary"
156,"BILLS-115hr5197rfs","nan","Lee","nan","Co"
156,"BILLS-115hr5197rfs","Watson","Coleman","nan","Co"
156,"BILLS-115hr5197rfs","nan","Clarke","New York","Co"
156,"BILLS-115hr5197rfs","nan","Kelly","Illinois","Co"
156,"BILLS-115hr5197rfs","nan","Ryan","Ohio","Co"
156,"BILLS-115hr5197rfs","nan","Khanna","nan","Co"
156,"BILLS-115hr5197rfs","nan","Moore","nan","Co"
156,"BILLS-115hr5197rfs","nan","Norton","nan","Co"
156,"BILLS-115hr5197rfs","nan","Carson","Indiana","Co"
156,"BILLS-115hr5197rfs","nan","Serrano","nan","Co"
156,"BILLS-115hr5197rfs","nan","Payne","nan","Co"
156,"BILLS-115hr5197rfs","nan","Castor","Florida","Co"
156,"BILLS-115hr5197rfs","nan","Lawrence","nan","Co"
156,"BILLS-115hr5197rfs","nan","Wilson","Florida","Co"
156,"BILLS-115hr5197rfs","nan","Johnson","Georgia","Co"
156,"BILLS-115hr5197rfs","nan","Barragán","nan","Co"
156,"BILLS-115hr5197rfs","nan","Thompson","Mississippi","Co"
156,"BILLS-115hr5197rfs","nan","Velázquez","nan","Co"
156,"BILLS-115hr5197rfs","nan","Grijalva","nan","Co"
156,"BILLS-115hr5197rfs","nan","Dingell","nan","Co"
156,"BILLS-115hr5197rfs","nan","Hastings","nan","Co"
156,"BILLS-115hr5197rfs","David","Scott","Georgia","Co"
156,"BILLS-115hr5197rfs","nan","Cleaver","nan","Co"
156,"BILLS-115hr5197rfs","nan","Roybal-Allard","nan","Co"
156,"BILLS-115hr5197rfs","Ted","Lieu","California","Co"
156,"BILLS-115hr5197rfs","nan","Napolitano","nan","Co"
156,"BILLS-115hr5197rfs","nan","Beatty","nan","Co"
156,"BILLS-115hr5197rfs","nan","Lewis","Georgia","Co"
156,"BILLS-115hr5197rfs","nan","Cohen","nan","Co"
156,"BILLS-115hr5197rfs","nan","Schakowsky","nan","Co"
156,"BILLS-115hr5197rfs","nan","McEachin","nan","Co"
156,"BILLS-115hr5197rfs","Wasserman","Schultz","nan","Co"
156,"BILLS-115hr5197rfs","nan","McCollum","nan","Co"
156,"BILLS-115hr5197rfs","nan","Gallego","nan","Co"
156,"BILLS-115hr5197rfs","nan","Cummings","nan","Co"
156,"BILLS-115hr5197rfs","nan","Lowenthal","nan","Co"
156,"BILLS-115hr5197rfs","Eddie B","Johnson","Texas","Co"
156,"BILLS-115hr5197rfs","nan","Bonamici","nan","Co"
156,"BILLS-115hr5197rfs","nan","Crist","nan","Co"
156,"BILLS-115hr5197rfs","nan","Brown","Maryland","Co"
156,"BILLS-115hr5197rfs","nan","Beyer","nan","Co"
156,"BILLS-115hr5197rfs","nan","Speier","nan","Co"
156,"BILLS-115hr5197rfs","nan","Lawson","Florida","Co"
156,"BILLS-115hr5197rfs","nan","Hanabusa","nan","Co"
156,"BILLS-115hr5197rfs","Sean P","Maloney","New York","Co"
156,"BILLS-115hr5197rfs","nan","Sánchez","nan","Co"
156,"BILLS-115hr5197rfs","Michelle L","Grisham","New Mexico","Co"
156,"BILLS-115hr5197rfs","nan","Torres","nan","Co"
157,"BILLS-115hr411ih","nan","nan","nan","Primary"
157,"BILLS-115hr411ih","nan","nan","nan","Co"
158,"BILLS-115s3372is","nan","King","New York","Primary"
158,"BILLS-115s3372is","nan","Abraham","nan","Co"
158,"BILLS-115s3372is","nan","Radewagen","nan","Co"
158,"BILLS-115s3372is","nan","DeLauro","nan","Co"
158,"BILLS-115s3372is","nan","Stefanik","nan","Co"
158,"BILLS-115s3372is","nan","Carter","Georgia","Co"
158,"BILLS-115s3372is","nan","Gallego","nan","Co"
158,"BILLS-115s3372is","nan","Bishop","Georgia","Co"
158,"BILLS-115s3372is","nan","Wilson","South Carolina","Co"
158,"BILLS-115s3372is","nan","ORourke","nan","Co"
158,"BILLS-115s3372is","nan","Peters","nan","Co"
158,"BILLS-115s3372is","nan","Joyce","Ohio","Co"
158,"BILLS-115s3372is","nan","Meehan","nan","Co"
158,"BILLS-115s3372is","nan","Jones","nan","Co"
158,"BILLS-115s3372is","nan","Ryan","Ohio","Co"
158,"BILLS-115s3372is","nan","Slaughter","nan","Co"
158,"BILLS-115s3372is","nan","Conyers","nan","Co"
158,"BILLS-115s3372is","nan","Keating","nan","Co"
158,"BILLS-115s3372is","nan","Coffman","nan","Co"
158,"BILLS-115s3372is","nan","Cramer","nan","Co"
158,"BILLS-115s3372is","nan","LoBiondo","nan","Co"
158,"BILLS-115s3372is","nan","Quigley","nan","Co"
158,"BILLS-115s3372is","nan","Shea-Porter","nan","Co"
158,"BILLS-115s3372is","nan","Yarmuth","nan","Co"
158,"BILLS-115s3372is","nan","Cicilline","nan","Co"
158,"BILLS-115s3372is","nan","Dingell","nan","Co"
158,"BILLS-115s3372is","nan","Cole","nan","Co"
158,"BILLS-115s3372is","nan","Pingree","nan","Co"
158,"BILLS-115s3372is","nan","Comstock","nan","Co"
158,"BILLS-115s3372is","nan","Massie","nan","Co"
158,"BILLS-115s3372is","nan","Rush","nan","Co"
158,"BILLS-115s3372is","nan","Cárdenas","nan","Co"
158,"BILLS-115s3372is","nan","Yoder","nan","Co"
158,"BILLS-115s3372is","nan","Moulton","nan","Co"
158,"BILLS-115s3372is","nan","Himes","nan","Co"
159,"BILLS-115hr5197eh","nan","Inhofe","nan","Primary"
159,"BILLS-115hr5197eh","nan","nan","nan","Co"
160,"BILLS-115hres406ih","nan","nan","nan","Primary"
160,"BILLS-115hres406ih","nan","nan","nan","Co"
161,"BILLS-115sres439is","nan","Thompson","Pennsylvania","Primary"
161,"BILLS-115sres439is","nan","Tsongas","nan","Co"
162,"BILLS-115hres176ih","nan","Casey","nan","Primary"
162,"BILLS-115hres176ih","nan","Collins","nan","Co"
162,"BILLS-115hres176ih","nan","Feinstein","nan","Co"
162,"BILLS-115hres176ih","nan","Coons","nan","Co"
162,"BILLS-115hres176ih","nan","Brown","nan","Co"
162,"BILLS-115hres176ih","nan","Markey","nan","Co"
162,"BILLS-115hres176ih","nan","Menendez","nan","Co"
162,"BILLS-115hres176ih","nan","Isakson","nan","Co"
162,"BILLS-115hres176ih","Van","Hollen","nan","Co"
162,"BILLS-115hres176ih","nan","Moran","nan","Co"
163,"BILLS-115hr3636ih","nan","Lee","nan","Primary"
163,"BILLS-115hr3636ih","nan","Price","North Carolina","Co"
163,"BILLS-115hr3636ih","nan","Chabot","nan","Co"
164,"BILLS-115s1694is","nan","Kihuen","nan","Primary"
164,"BILLS-115s1694is","nan","Takano","nan","Co"
164,"BILLS-115s1694is","nan","Lee","nan","Co"
164,"BILLS-115s1694is","nan","DeLauro","nan","Co"
165,"BILLS-115hr5761ih","nan","Reed","nan","Primary"
165,"BILLS-115hr5761ih","nan","Casey","nan","Co"
165,"BILLS-115hr5761ih","nan","Coons","nan","Co"
166,"BILLS-115hjres19ih","nan","Krishnamoorthi","nan","Primary"
166,"BILLS-115hjres19ih","Herrera","Beutler","nan","Co"
166,"BILLS-115hjres19ih","nan","Ryan","Ohio","Co"
166,"BILLS-115hjres19ih","Blunt","Rochester","nan","Co"
166,"BILLS-115hjres19ih","nan","Norton","nan","Co"
166,"BILLS-115hjres19ih","nan","Johnson","Georgia","Co"
166,"BILLS-115hjres19ih","nan","Wilson","Florida","Co"
166,"BILLS-115hjres19ih","Michelle L","Grisham","New Mexico","Co"
166,"BILLS-115hjres19ih","nan","Cohen","nan","Co"
166,"BILLS-115hjres19ih","nan","Hastings","nan","Co"
166,"BILLS-115hjres19ih","nan","Hanabusa","nan","Co"
167,"BILLS-115hr1222rfs","nan","Cohen","nan","Primary"
167,"BILLS-115hr1222rfs","nan","Cooper","nan","Co"
168,"BILLS-115hr1222eh","nan","nan","nan","Primary"
168,"BILLS-115hr1222eh","nan","nan","nan","Co"
169,"BILLS-115hr6101ih","nan","nan","nan","Primary"
169,"BILLS-115hr6101ih","nan","nan","nan","Co"
170,"BILLS-115hr2486ih","nan","Fitzpatrick","nan","Primary"
170,"BILLS-115hr2486ih","nan","Smith","New Jersey","Co"
170,"BILLS-115hr2486ih","nan","Brown","Maryland","Co"
171,"BILLS-115hres926ih","nan","Scott","Virginia","Primary"
171,"BILLS-115hres926ih","nan","Conyers","nan","Co"
171,"BILLS-115hres926ih","nan","Sablan","nan","Co"
171,"BILLS-115hres926ih","nan","Adams","nan","Co"
172,"BILLS-115sres569is","nan","Kaptur","nan","Primary"
172,"BILLS-115sres569is","nan","Ros-Lehtinen","nan","Co"
172,"BILLS-115sres569is","nan","Poe","Texas","Co"
172,"BILLS-115sres569is","nan","Perry","nan","Co"
172,"BILLS-115sres569is","nan","Sires","nan","Co"
172,"BILLS-115sres569is","nan","Dingell","nan","Co"
172,"BILLS-115sres569is","nan","Connolly","nan","Co"
172,"BILLS-115sres569is","nan","Burgess","nan","Co"
172,"BILLS-115sres569is","nan","Engel","nan","Co"
172,"BILLS-115sres569is","nan","Cook","nan","Co"
172,"BILLS-115sres569is","nan","Cicilline","nan","Co"
172,"BILLS-115sres569is","nan","Gutiérrez","nan","Co"
172,"BILLS-115sres569is","nan","Fitzpatrick","nan","Co"
172,"BILLS-115sres569is","nan","Harris","nan","Co"
172,"BILLS-115sres569is","nan","McCaul","nan","Co"
173,"BILLS-115hres144ih","nan","Wyden","nan","Primary"
173,"BILLS-115hres144ih","nan","Merkley","nan","Co"
173,"BILLS-115hres144ih","nan","Blumenthal","nan","Co"
173,"BILLS-115hres144ih","nan","Feinstein","nan","Co"
173,"BILLS-115hres144ih","nan","Carper","nan","Co"
173,"BILLS-115hres144ih","nan","Stabenow","nan","Co"
173,"BILLS-115hres144ih","nan","Cantwell","nan","Co"
173,"BILLS-115hres144ih","nan","Hirono","nan","Co"
173,"BILLS-115hres144ih","nan","Harris","nan","Co"
174,"BILLS-115sres322is","nan","Takano","nan","Primary"
174,"BILLS-115sres322is","nan","Clarke","New York","Co"
174,"BILLS-115sres322is","Al","Green","Texas","Co"
174,"BILLS-115sres322is","nan","Gutiérrez","nan","Co"
174,"BILLS-115sres322is","nan","Hanabusa","nan","Co"
174,"BILLS-115sres322is","nan","Jayapal","nan","Co"
174,"BILLS-115sres322is","nan","Lee","nan","Co"
174,"BILLS-115sres322is","Ted","Lieu","California","Co"
174,"BILLS-115sres322is","nan","Lofgren","nan","Co"
174,"BILLS-115sres322is","nan","Lowenthal","nan","Co"
174,"BILLS-115sres322is","nan","Meng","nan","Co"
174,"BILLS-115sres322is","nan","Napolitano","nan","Co"
174,"BILLS-115sres322is","nan","Peters","nan","Co"
174,"BILLS-115sres322is","nan","Speier","nan","Co"
174,"BILLS-115sres322is","nan","Velázquez","nan","Co"
175,"BILLS-115hres751ih","nan","Shaheen","nan","Primary"
175,"BILLS-115hres751ih","nan","Collins","nan","Co"
175,"BILLS-115hres751ih","nan","Brown","nan","Co"
175,"BILLS-115hres751ih","nan","Cantwell","nan","Co"
175,"BILLS-115hres751ih","nan","Coons","nan","Co"
175,"BILLS-115hres751ih","nan","Donnelly","nan","Co"
175,"BILLS-115hres751ih","nan","Hirono","nan","Co"
175,"BILLS-115hres751ih","nan","Inhofe","nan","Co"
175,"BILLS-115hres751ih","nan","King","nan","Co"
175,"BILLS-115hres751ih","nan","Klobuchar","nan","Co"
175,"BILLS-115hres751ih","nan","Menendez","nan","Co"
175,"BILLS-115hres751ih","nan","Peters","nan","Co"
175,"BILLS-115hres751ih","nan","Rounds","nan","Co"
175,"BILLS-115hres751ih","nan","Stabenow","nan","Co"
175,"BILLS-115hres751ih","nan","Warner","nan","Co"
176,"BILLS-115sres403ats","nan","Norton","nan","Primary"
176,"BILLS-115sres403ats","nan","nan","nan","Co"
177,"BILLS-115hr6659ih","nan","Hirono","nan","Primary"
177,"BILLS-115hr6659ih","nan","Murkowski","nan","Co"
177,"BILLS-115hr6659ih","nan","Feinstein","nan","Co"
177,"BILLS-115hr6659ih","nan","Heitkamp","nan","Co"
177,"BILLS-115hr6659ih","nan","Cantwell","nan","Co"
177,"BILLS-115hr6659ih","nan","Stabenow","nan","Co"
177,"BILLS-115hr6659ih","nan","Fischer","nan","Co"
177,"BILLS-115hr6659ih","nan","Hoeven","nan","Co"
177,"BILLS-115hr6659ih","nan","Capito","nan","Co"
177,"BILLS-115hr6659ih","nan","Baldwin","nan","Co"
177,"BILLS-115hr6659ih","nan","Shaheen","nan","Co"
177,"BILLS-115hr6659ih","nan","Warren","nan","Co"
177,"BILLS-115hr6659ih","nan","Murray","nan","Co"
177,"BILLS-115hr6659ih","nan","Hassan","nan","Co"
177,"BILLS-115hr6659ih","nan","Smith","nan","Co"
177,"BILLS-115hr6659ih","nan","Klobuchar","nan","Co"
177,"BILLS-115hr6659ih","nan","Duckworth","nan","Co"
178,"BILLS-115hres79ih","nan","Rice","New York","Primary"
178,"BILLS-115hres79ih","Watson","Coleman","nan","Co"
178,"BILLS-115hres79ih","nan","Grijalva","nan","Co"
178,"BILLS-115hres79ih","Jackson","Lee","nan","Co"
178,"BILLS-115hres79ih","nan","Norton","nan","Co"
178,"BILLS-115hres79ih","Sean P","Maloney","New York","Co"
178,"BILLS-115hres79ih","nan","Pallone","nan","Co"
178,"BILLS-115hres79ih","nan","Crist","nan","Co"
178,"BILLS-115hres79ih","nan","Cicilline","nan","Co"
178,"BILLS-115hres79ih","nan","Lowenthal","nan","Co"
178,"BILLS-115hres79ih","nan","Hanabusa","nan","Co"
178,"BILLS-115hres79ih","nan","Nadler","nan","Co"
178,"BILLS-115hres79ih","nan","Jayapal","nan","Co"
178,"BILLS-115hres79ih","nan","Kilmer","nan","Co"
178,"BILLS-115hres79ih","nan","Peters","nan","Co"
178,"BILLS-115hres79ih","nan","Lee","nan","Co"
179,"BILLS-115sres131is","Al","Green","Texas","Primary"
179,"BILLS-115sres131is","nan","Adams","nan","Co"
179,"BILLS-115sres131is","nan","Bass","nan","Co"
179,"BILLS-115sres131is","nan","Beatty","nan","Co"
179,"BILLS-115sres131is","nan","Bishop","Georgia","Co"
179,"BILLS-115sres131is","Blunt","Rochester","nan","Co"
179,"BILLS-115sres131is","nan","Brown","Maryland","Co"
179,"BILLS-115sres131is","nan","Butterfield","nan","Co"
179,"BILLS-115sres131is","nan","Carson","Indiana","Co"
179,"BILLS-115sres131is","nan","Clarke","New York","Co"
179,"BILLS-115sres131is","nan","Clay","nan","Co"
179,"BILLS-115sres131is","nan","Cleaver","nan","Co"
179,"BILLS-115sres131is","nan","Clyburn","nan","Co"
179,"BILLS-115sres131is","nan","Conyers","nan","Co"
179,"BILLS-115sres131is","nan","Cummings","nan","Co"
179,"BILLS-115sres131is","Danny K","Davis","Illinois","Co"
179,"BILLS-115sres131is","nan","Demings","nan","Co"
179,"BILLS-115sres131is","nan","Ellison","nan","Co"
179,"BILLS-115sres131is","nan","Evans","nan","Co"
179,"BILLS-115sres131is","nan","Fudge","nan","Co"
179,"BILLS-115sres131is","nan","Hastings","nan","Co"
179,"BILLS-115sres131is","Jackson","Lee","nan","Co"
179,"BILLS-115sres131is","nan","Jeffries","nan","Co"
179,"BILLS-115sres131is","Eddie B","Johnson","Texas","Co"
179,"BILLS-115sres131is","nan","Johnson","Georgia","Co"
179,"BILLS-115sres131is","nan","Kelly","Illinois","Co"
179,"BILLS-115sres131is","nan","Lawrence","nan","Co"
179,"BILLS-115sres131is","nan","Lawson","Florida","Co"
179,"BILLS-115sres131is","nan","Lee","nan","Co"
179,"BILLS-115sres131is","nan","Lewis","Georgia","Co"
179,"BILLS-115sres131is","nan","McEachin","nan","Co"
179,"BILLS-115sres131is","nan","Meeks","nan","Co"
179,"BILLS-115sres131is","nan","Moore","nan","Co"
179,"BILLS-115sres131is","nan","Norton","nan","Co"
179,"BILLS-115sres131is","nan","Payne","nan","Co"
179,"BILLS-115sres131is","nan","Plaskett","nan","Co"
179,"BILLS-115sres131is","nan","Richmond","nan","Co"
179,"BILLS-115sres131is","nan","Rush","nan","Co"
179,"BILLS-115sres131is","David","Scott","Georgia","Co"
179,"BILLS-115sres131is","nan","Scott","Virginia","Co"
179,"BILLS-115sres131is","nan","Sewell","Alabama","Co"
179,"BILLS-115sres131is","nan","Thompson","Mississippi","Co"
179,"BILLS-115sres131is","nan","Veasey","nan","Co"
179,"BILLS-115sres131is","Maxine","Waters","California","Co"
179,"BILLS-115sres131is","Watson","Coleman","nan","Co"
179,"BILLS-115sres131is","nan","Wilson","Florida","Co"
180,"BILLS-115sres131ats","nan","Grassley","nan","Primary"
180,"BILLS-115sres131ats","nan","Leahy","nan","Co"
180,"BILLS-115sres131ats","nan","Crapo","nan","Co"
180,"BILLS-115sres131ats","nan","Feinstein","nan","Co"
181,"BILLS-115s1653is","nan","Grassley","nan","Primary"
181,"BILLS-115s1653is","nan","Leahy","nan","Co"
181,"BILLS-115s1653is","nan","Crapo","nan","Co"
181,"BILLS-115s1653is","nan","Feinstein","nan","Co"
182,"BILLS-115s1606is","nan","Booker","nan","Primary"
182,"BILLS-115s1606is","nan","Baldwin","nan","Co"
182,"BILLS-115s1606is","nan","Blumenthal","nan","Co"
182,"BILLS-115s1606is","nan","Brown","nan","Co"
182,"BILLS-115s1606is","nan","Franken","nan","Co"
182,"BILLS-115s1606is","nan","Gillibrand","nan","Co"
182,"BILLS-115s1606is","nan","Hirono","nan","Co"
182,"BILLS-115s1606is","nan","Menendez","nan","Co"
182,"BILLS-115s1606is","nan","Warren","nan","Co"
182,"BILLS-115s1606is","nan","Markey","nan","Co"
183,"BILLS-115sres77ats","nan","Booker","nan","Primary"
183,"BILLS-115sres77ats","nan","Franken","nan","Co"
184,"BILLS-115hres941ih","nan","Casey","nan","Primary"
184,"BILLS-115hres941ih","nan","Collins","nan","Co"
184,"BILLS-115hres941ih","nan","Markey","nan","Co"
184,"BILLS-115hres941ih","nan","Coons","nan","Co"
184,"BILLS-115hres941ih","nan","Menendez","nan","Co"
184,"BILLS-115hres941ih","nan","Brown","nan","Co"
184,"BILLS-115hres941ih","nan","Isakson","nan","Co"
184,"BILLS-115hres941ih","nan","Feinstein","nan","Co"
184,"BILLS-115hres941ih","Van","Hollen","nan","Co"
184,"BILLS-115hres941ih","nan","Capito","nan","Co"
184,"BILLS-115hres941ih","nan","Moran","nan","Co"
184,"BILLS-115hres941ih","nan","Thune","nan","Co"
185,"BILLS-115hr1533ih","nan","Thompson","Pennsylvania","Primary"
185,"BILLS-115hr1533ih","nan","Tsongas","nan","Co"
186,"BILLS-115hr3273ih","nan","Clarke","New York","Primary"
186,"BILLS-115hr3273ih","nan","nan","nan","Co"
187,"BILLS-115sres552is","nan","Grijalva","nan","Primary"
187,"BILLS-115sres552is","nan","Schiff","nan","Co"
187,"BILLS-115sres552is","nan","Heck","nan","Co"
187,"BILLS-115sres552is","nan","Clark","Massachusetts","Co"
187,"BILLS-115sres552is","Sean P","Maloney","New York","Co"
187,"BILLS-115sres552is","nan","Langevin","nan","Co"
187,"BILLS-115sres552is","nan","Cummings","nan","Co"
187,"BILLS-115sres552is","nan","Meeks","nan","Co"
187,"BILLS-115sres552is","nan","Moulton","nan","Co"
187,"BILLS-115sres552is","nan","Brownley","California","Co"
187,"BILLS-115sres552is","Michelle L","Grisham","New Mexico","Co"
187,"BILLS-115sres552is","nan","Sinema","nan","Co"
187,"BILLS-115sres552is","nan","DeGette","nan","Co"
187,"BILLS-115sres552is","Jackson","Lee","nan","Co"
187,"BILLS-115sres552is","nan","Cicilline","nan","Co"
187,"BILLS-115sres552is","nan","Tsongas","nan","Co"
187,"BILLS-115sres552is","nan","Aguilar","nan","Co"
187,"BILLS-115sres552is","nan","McCollum","nan","Co"
187,"BILLS-115sres552is","nan","Pocan","nan","Co"
187,"BILLS-115sres552is","nan","Swalwell","California","Co"
187,"BILLS-115sres552is","nan","Speier","nan","Co"
187,"BILLS-115sres552is","nan","Norton","nan","Co"
187,"BILLS-115sres552is","nan","Pallone","nan","Co"
187,"BILLS-115sres552is","nan","Moore","nan","Co"
187,"BILLS-115sres552is","nan","Gutiérrez","nan","Co"
187,"BILLS-115sres552is","Watson","Coleman","nan","Co"
187,"BILLS-115sres552is","nan","Blumenauer","nan","Co"
187,"BILLS-115sres552is","nan","Peters","nan","Co"
187,"BILLS-115sres552is","nan","Welch","nan","Co"
187,"BILLS-115sres552is","nan","Takano","nan","Co"
187,"BILLS-115sres552is","nan","Yarmuth","nan","Co"
