,Name,Link,OfficialTitle,BillStage,Date,LegisType,CommitteeName,SponsorLastName,SponsorFirstName,SponsorState,CoSponsorLastName,CoSponsorFirstName,CoSponsorState
130,CHRG-115shrg28601,https://www.govinfo.gov/content/pkg/CHRG-115shrg28601/html/CHRG-115shrg28601.htm,,,,,,,,,,,
131,CHRG-115shrg28696,https://www.govinfo.gov/content/pkg/CHRG-115shrg28696/html/CHRG-115shrg28696.htm,,,,,,,,,,,
132,CHRG-115shrg27106,https://www.govinfo.gov/content/pkg/CHRG-115shrg27106/html/CHRG-115shrg27106.htm,,,,,,,,,,,
133,CHRG-115hhrg29540,https://www.govinfo.gov/content/pkg/CHRG-115hhrg29540/html/CHRG-115hhrg29540.htm,,,,,,,,,,,
134,CHRG-115hhrg30901,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30901/html/CHRG-115hhrg30901.htm,,,,,,,,,,,
135,CHRG-115hhrg28221,https://www.govinfo.gov/content/pkg/CHRG-115hhrg28221/html/CHRG-115hhrg28221.htm,,,,,,,,,,,
136,CHRG-115hhrg23827,https://www.govinfo.gov/content/pkg/CHRG-115hhrg23827/html/CHRG-115hhrg23827.htm,,,,,,,,,,,
137,CHRG-115hhrg24883,https://www.govinfo.gov/content/pkg/CHRG-115hhrg24883/html/CHRG-115hhrg24883.htm,,,,,,,,,,,
138,CHRG-115shrg34390,https://www.govinfo.gov/content/pkg/CHRG-115shrg34390/html/CHRG-115shrg34390.htm,,,,,,,,,,,
139,CHRG-115hhrg31614,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31614/html/CHRG-115hhrg31614.htm,,,,,,,,,,,
140,CHRG-115hhrg28876,https://www.govinfo.gov/content/pkg/CHRG-115hhrg28876/html/CHRG-115hhrg28876.htm,,,,,,,,,,,
141,CHRG-115shrg35161,https://www.govinfo.gov/content/pkg/CHRG-115shrg35161/html/CHRG-115shrg35161.htm,,,,,,,,,,,
142,CHRG-115shrg27651,https://www.govinfo.gov/content/pkg/CHRG-115shrg27651/html/CHRG-115shrg27651.htm,,,,,,,,,,,
143,CHRG-115hhrg25470,https://www.govinfo.gov/content/pkg/CHRG-115hhrg25470/html/CHRG-115hhrg25470.htm,,,,,,,,,,,
144,CHRG-115hhrg26223,https://www.govinfo.gov/content/pkg/CHRG-115hhrg26223/html/CHRG-115hhrg26223.htm,,,,,,,,,,,
145,CHRG-115shrg31320,https://www.govinfo.gov/content/pkg/CHRG-115shrg31320/html/CHRG-115shrg31320.htm,,,,,,,,,,,
146,CHRG-115shrg32678,https://www.govinfo.gov/content/pkg/CHRG-115shrg32678/html/CHRG-115shrg32678.htm,,,,,,,,,,,
147,CHRG-115shrg33483,https://www.govinfo.gov/content/pkg/CHRG-115shrg33483/html/CHRG-115shrg33483.htm,,,,,,,,,,,
148,CHRG-115shrg37823,https://www.govinfo.gov/content/pkg/CHRG-115shrg37823/html/CHRG-115shrg37823.htm,,,,,,,,,,,
149,CHRG-115shrg40165,https://www.govinfo.gov/content/pkg/CHRG-115shrg40165/html/CHRG-115shrg40165.htm,,,,,,,,,,,
150,CHRG-115hhrg33942,https://www.govinfo.gov/content/pkg/CHRG-115hhrg33942/html/CHRG-115hhrg33942.htm,,,,,,,,,,,
151,CHRG-115hhrg24543,https://www.govinfo.gov/content/pkg/CHRG-115hhrg24543/html/CHRG-115hhrg24543.htm,,,,,,,,,,,
152,CHRG-115hhrg24498,https://www.govinfo.gov/content/pkg/CHRG-115hhrg24498/html/CHRG-115hhrg24498.htm,,,,,,,,,,,
153,CHRG-115shrg39619,https://www.govinfo.gov/content/pkg/CHRG-115shrg39619/html/CHRG-115shrg39619.htm,,,,,,,,,,,
154,CHRG-115hhrg31495,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31495/html/CHRG-115hhrg31495.htm,,,,,,,,,,,
155,CHRG-115hhrg30295,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30295/html/CHRG-115hhrg30295.htm,,,,,,,,,,,
156,CHRG-115hhrg32353,https://www.govinfo.gov/content/pkg/CHRG-115hhrg32353/html/CHRG-115hhrg32353.htm,,,,,,,,,,,
157,CHRG-115shrg31125,https://www.govinfo.gov/content/pkg/CHRG-115shrg31125/html/CHRG-115shrg31125.htm,,,,,,,,,,,
158,CHRG-115shrg31557,https://www.govinfo.gov/content/pkg/CHRG-115shrg31557/html/CHRG-115shrg31557.htm,,,,,,,,,,,
159,CHRG-115hhrg30843,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30843/html/CHRG-115hhrg30843.htm,,,,,,,,,,,
160,CHRG-115hhrg30829,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30829/html/CHRG-115hhrg30829.htm,,,,,,,,,,,
161,CHRG-115shrg37226,https://www.govinfo.gov/content/pkg/CHRG-115shrg37226/html/CHRG-115shrg37226.htm,,,,,,,,,,,
162,CHRG-115shrg28637,https://www.govinfo.gov/content/pkg/CHRG-115shrg28637/html/CHRG-115shrg28637.htm,,,,,,,,,,,
163,CHRG-115shrg32635,https://www.govinfo.gov/content/pkg/CHRG-115shrg32635/html/CHRG-115shrg32635.htm,,,,,,,,,,,
164,CHRG-115shrg29997,https://www.govinfo.gov/content/pkg/CHRG-115shrg29997/html/CHRG-115shrg29997.htm,,,,,,,,,,,
165,CHRG-115hhrg31385,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31385/html/CHRG-115hhrg31385.htm,,,,,,,,,,,
166,CHRG-115shrg40370,https://www.govinfo.gov/content/pkg/CHRG-115shrg40370/html/CHRG-115shrg40370.htm,,,,,,,,,,,
167,CHRG-115hhrg30571,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30571/html/CHRG-115hhrg30571.htm,,,,,,,,,,,
168,CHRG-115hhrg24358,https://www.govinfo.gov/content/pkg/CHRG-115hhrg24358/html/CHRG-115hhrg24358.htm,,,,,,,,,,,
169,CHRG-115hhrg31549,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31549/html/CHRG-115hhrg31549.htm,,,,,,,,,,,
170,CHRG-115shrg31350,https://www.govinfo.gov/content/pkg/CHRG-115shrg31350/html/CHRG-115shrg31350.htm,,,,,,,,,,,
171,CHRG-115shrg30769,https://www.govinfo.gov/content/pkg/CHRG-115shrg30769/html/CHRG-115shrg30769.htm,,,,,,,,,,,
172,CHRG-115hhrg31349,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31349/html/CHRG-115hhrg31349.htm,,,,,,,,,,,
173,CHRG-115hhrg30772,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30772/html/CHRG-115hhrg30772.htm,,,,,,,,,,,
174,CHRG-115shrg39933,https://www.govinfo.gov/content/pkg/CHRG-115shrg39933/html/CHRG-115shrg39933.htm,,,,,,,,,,,
175,CHRG-115hhrg24032,https://www.govinfo.gov/content/pkg/CHRG-115hhrg24032/html/CHRG-115hhrg24032.htm,,,,,,,,,,,
